product_id,name,cleaned_name,price,brand,category,subcategory,volume_weight,is_multipack,product_type,url,image_url,slug,allergens,certifications,ingredients,country_of_origin,storage_advice,allergy_warning,description
N/A,SRI DURGA BEET ROOT VADAGAM 100G,Sri Durga Beet Root Vadagam,,SRI DURGA,PAPADAM & VADAGAM,VADAGAM,100g,False,single,https://www.lakshmiwholesale.com/products/sri-durga-beet-root-vadagam-100g,//www.lakshmiwholesale.com/cdn/shop/products/Sago-Vadam-Beetroot.jpg?v=1749643478,sri-durga-beet-root-vadagam,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","SRI DURGA BEET ROOT VADAGAM 100G
SRI DURGA BEET ROOT VADAGAM 100G is a unique and flavorful traditional South Indian condiment made from sun-dried beetroot. This vadagam is known for its crunchy texture and deep, earthy flavor, perfect for adding a tangy twist to curries, sambars, and a variety of Indian dishes. Crafted using time-honored techniques, beetroot is seasoned and dried under the sun to retain its natural goodness and vibrant color, making it a must-have for anyone seeking to add an a"
N/A,SRI DURGA RAGI VADAGAM 100G,Sri Durga Ragi Vadagam,,SRI DURGA,PAPADAM & VADAGAM,VADAGAM,100g,False,single,https://www.lakshmiwholesale.com/products/sri-durga-ragi-vadagam-100g,//www.lakshmiwholesale.com/cdn/shop/files/SRI-DURGA-RAGI-VADAGAM-100G-1.png?v=1749642613,sri-durga-ragi-vadagam,"soy, milk, nuts, peanuts",,"for creating delicious, savory dishes like vada and other deep-fried snacks",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","SRI DURGA RAGI VADAGAM 100G
Add a traditional touch to your meals with
SRI DURGA RAGI VADAGAM 100G
, a premium quality product that brings the authentic flavors of South India straight to your kitchen. Made from finely ground ragi (finger millet), this vadagam is an essential ingredient for creating delicious, savory dishes like vada and other deep-fried snacks. It is traditionally sun-dried and packed with rich nutritional value, making it an excellent choice for health-conscious individuals.
R"
N/A,SRI DURGA (KUCHI ARISI) - STICKS RICE VADAGAM 100G,Sri Durga (kuchi Arisi) - Sticks Rice Vadagam,,SRI DURGA,PAPADAM & VADAGAM,VADAGAM,100g,False,single,https://www.lakshmiwholesale.com/products/sri-durga-kuchi-arisi-sticks-rice-vadagam-100g,//www.lakshmiwholesale.com/cdn/shop/products/K2G0018.jpg?v=1749643479,sri-durga-kuchi-arisi-sticks-rice-vadagam,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","SRI DURGA (KUCHI ARISI) - STICKS RICE VADAGAM 100G
SRI DURGA (KUCHI ARISI) - STICKS RICE VADAGAM 100G is a traditional South Indian snack made from high-quality rice flour, shaped into crispy sticks. This unique product, also known as ""Kuchi Arisi Vadagam,"" is a popular choice for those who enjoy a crunchy, savory snack with a hint of traditional spices. It can be deep-fried to enhance its crispiness and is perfect for pairing with tea or as a side snack with meals.
Lakshmi Wholesale, a leading "
N/A,SRI DURGA SAGO VADAGAM 100G - SAGO,Sri Durga Sago Vadagam - Sago,,SRI DURGA,PAPADAM & VADAGAM,VADAGAM,100g,False,single,https://www.lakshmiwholesale.com/products/sri-durga-sago-vadagam-100g-sago,//www.lakshmiwholesale.com/cdn/shop/products/SRI-DURGA-SAGO-VADAGAM-100G_f11eabc9-1ce7-460a-87ab-a69421f28e3e.png?v=1749643457,sri-durga-sago-vadagam-sago,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","SRI DURGA SAGO VADAGAM 100G - SAGO
Discover the authentic taste of traditional Indian cuisine with SRI DURGA SAGO VADAGAM 100G, available for wholesale at Lakshmi Wholesale UK. Made from high-quality sago (sabudana), these vadagams are perfect for adding a unique, crunchy texture to your meals. Traditionally used in South Indian cooking, sago vadagams are sun-dried and can be deep-fried or roasted to create a crispy snack or garnish for various dishes. They are ideal for enhancing the flavors of"
N/A,SRI DURGA DRIED VATHAL 100G - SUNDAIKAI (TURKEY BERRY),Sri Durga Dried Vathal - Sundaikai (turkey Berry),,SRI DURGA,PAPADAM & VADAGAM,DRY VATHAL,100g,False,single,https://www.lakshmiwholesale.com/products/sri-durga-dried-vathal-100g-sundaikai-turkey-berry,//www.lakshmiwholesale.com/cdn/shop/files/SRIDURGADRIEDVATHAL100G-SUNDAIKAI_TURKEYBERRY.png?v=1749642677,sri-durga-dried-vathal-sundaikai-turkey-berry,"soy, milk, nuts, peanuts",,"perfect for adding a unique, bold flavor to your traditional Indian dishes",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","SRI DURGA DRIED VATHAL 100G - SUNDAIKAI (TURKEY BERRY)
SRI DURGA DRIED VATHAL 100G - SUNDAIKAI (TURKEY BERRY) is a premium-quality dried ingredient perfect for adding a unique, bold flavor to your traditional Indian dishes. Sundakai, also known as Turkey Berry, is widely used in South Indian cuisine for its bitter yet aromatic taste. It enhances the taste of sambar, curry, and other flavorful stews. This dried version is packed in a convenient 100g pack, offering long-lasting shelf life and ease"
N/A,SRI DURGA DRIED VATHAL 100G - MANATHAKKALI (BLACK SHADE SEEDS),Sri Durga Dried Vathal - Manathakkali (black Shade Seeds),,SRI DURGA,PAPADAM & VADAGAM,DRY VATHAL,100g,False,single,https://www.lakshmiwholesale.com/products/sri-durga-dried-vathal-100g-manathakkali-black-shade-seeds,//www.lakshmiwholesale.com/cdn/shop/files/SRIDURGADRIEDVATHAL100G-MANATHAKKALI_BLACKSHADESEEDS.png?v=1749642677,sri-durga-dried-vathal-manathakkali-black-shade-seeds,"soy, milk, nuts, peanuts",,for adding authentic Indian flavors to your dishes,,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","SRI DURGA DRIED VATHAL 100G - MANATHAKKALI (BLACK SHADE SEEDS)
SRI DURGA DRIED VATHAL 100G - MANATHAKKALI (BLACK SHADE SEEDS) is an essential ingredient for adding authentic Indian flavors to your dishes. This dried Manathakkali, also known as Black Nightshade, is commonly used in traditional South Indian cuisine, known for its medicinal properties and robust taste. Perfect for preparing flavorful curries, sambar, and other dishes, these dried seeds enhance the taste and aroma of your food.
Sour"
N/A,SRI DURGA DRIED VATHAL 100G - VENDAIKAI (OKRA),Sri Durga Dried Vathal - Vendaikai (okra),,OK,PAPADAM & VADAGAM,DRY VATHAL,100g,False,single,https://www.lakshmiwholesale.com/products/sri-durga-dried-vathal-100g-vendaikai-okra,//www.lakshmiwholesale.com/cdn/shop/files/SRIDURGADRIEDVATHAL100G-VENDAIKAI_OKRA.png?v=1749642676,sri-durga-dried-vathal-vendaikai-okra,"soy, milk, nuts, peanuts",,commonly used in South Indian cuisine,,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","SRI DURGA DRIED VATHAL 100G - VENDAIKAI (OKRA)
SRI DURGA DRIED VATHAL 100G - VENDAIKAI (OKRA) is a flavorful and nutritious ingredient commonly used in South Indian cuisine. Made from sun-dried okra, this vathal enhances the taste and texture of various dishes, especially sambar, curries, and stir-fries. Packed with essential nutrients, it promotes digestion and overall health.
Vendaikai, or okra, is known for its high fiber content, antioxidants, and vitamin-rich profile, making it an excellent"
N/A,777 ECONOMY CUT MANGO PICKLE 1KG,777 Economy Cut Mango Pickle,,777,PICKLES & PASTE,PICKLES,1kg,False,single,https://www.lakshmiwholesale.com/products/777-economy-cut-mango-pickle-1kg,//www.lakshmiwholesale.com/cdn/shop/files/productimages-selva-2024-05-09T154417.123.png?v=1749642866,777-economy-cut-mango-pickle,,,,,,,"777 ECONOMY CUT MANGO PICKLE 1KG
Introducing
777 Economy Cut Mango Pickle - 1kg
, a delightful and tangy condiment that captures the essence of traditional Indian pickling. Crafted from ripe, sun-kissed mangoes, this pickle features an authentic blend of spices that offers a perfect balance of sweetness, tanginess, and heat. It's an ideal companion for a variety of dishes, enhancing the flavors of rice, rotis, and even snacks.
This 1kg jar is perfect for families and home cooks who appreciate th"
N/A,777 ECONOMY LIME PICKLE 1KG,777 Economy Lime Pickle,,777,PICKLES & PASTE,PICKLES,1kg,False,single,https://www.lakshmiwholesale.com/products/777-economy-lime-pickle-1kg,//www.lakshmiwholesale.com/cdn/shop/files/productimages-selva-2024-05-09T154947.225.png?v=1749642865,777-economy-lime-pickle,,,,,,,"777 ECONOMY LIME PICKLE 1KG
Introducing
777 Economy Lime Pickle - 1kg
, a zesty and flavorful condiment that brings the bright taste of lime to your table. Made from fresh, sun-ripened limes, this pickle is infused with a special blend of spices that creates a perfect harmony of tangy, salty, and spicy flavors. It's an excellent accompaniment to a variety of dishes, adding a burst of flavor to rice, curries, and snacks.
This 1kg jar is perfect for home cooks and small restaurants looking to elev"
N/A,777 ECONOMY MIXED PICKLE 1KG,777 Economy Mixed Pickle,,777,PICKLES & PASTE,PICKLES,1kg,False,single,https://www.lakshmiwholesale.com/products/777-economy-mixed-pickle-1kg,//www.lakshmiwholesale.com/cdn/shop/files/500_500_3.png?v=1749642714,777-economy-mixed-pickle,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","777 ECONOMY MIXED PICKLE 1KG
777 Economy Mixed Pickle 1KG
is a tangy and flavorful condiment that brings the authentic taste of India to your table. Made with a delightful blend of handpicked vegetables like mango, lime, and green chili, combined with aromatic spices and oil, this pickle is a true celebration of traditional Indian flavors. Its perfectly balanced mix of spicy, tangy, and salty notes makes it the ideal accompaniment to a variety of dishes, from plain rice and rotis to parathas and"
N/A,777 ECONOMY AVAKKAI PICKLE 1KG,777 Economy Avakkai Pickle,,777,PICKLES & PASTE,PICKLES,1kg,False,single,https://www.lakshmiwholesale.com/products/777-economy-avakkai-pickle-1kg,//www.lakshmiwholesale.com/cdn/shop/files/777_ECONOMY_AVAKKAI_PICKLE_1KG-removebg-preview.png?v=1749642712,777-economy-avakkai-pickle,"nuts, mustard, soy, milk, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","777 ECONOMY AVAKKAI PICKLE 1KG
777 Economy Avakkai Pickle 1KG
is a quintessential South Indian delicacy that brings the robust and traditional flavors of Andhra cuisine to your table. Prepared using premium-quality raw mangoes, aromatic spices, and a perfect blend of mustard and fenugreek, this pickle is a tangy and spicy delight. Known for its bold flavor and irresistible taste, the Avakkai pickle pairs wonderfully with rice, rotis, idlis, dosas, and even snacks.
Crafted by
777
, a renowned bra"
N/A,777 ECONOMY LEMON PICKLE 5KG,777 Economy Lemon Pickle,,777,PICKLES & PASTE,PICKLES,5kg,False,single,https://www.lakshmiwholesale.com/products/777-economy-lemon-pickle-5kg,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_26.png?v=1749642712,777-economy-lemon-pickle,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","777 ECONOMY LEMON PICKLE 5KG
777 Economy Lemon Pickle 5KG
is a tangy and zesty accompaniment that elevates the flavor of any meal. Made with high-quality lemons, carefully blended spices, and authentic ingredients, this pickle embodies the traditional taste of Indian cuisine. Its perfect balance of sourness and spice makes it a delightful side dish for rice, parathas, and snacks.
Produced by
777
, a trusted brand known for its premium-quality products, this lemon pickle is prepared using time-te"
N/A,777 GONGURA LEAF PICKLE 300G,777 Gongura Leaf Pickle,,777,PICKLES & PASTE,PICKLES,300g,False,single,https://www.lakshmiwholesale.com/products/777-gongura-leaf-pickle-300g,//www.lakshmiwholesale.com/cdn/shop/files/897231000394_4_e78edce5-b8e2-47ab-8890-9dabf766409d.jpg?v=1749642898,777-gongura-leaf-pickle,,,,,,,"777 GONGURA LEAF PICKLE 300G
Discover the unique and tangy flavor of
777 Gongura Leaf Pickle 300g
, available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer
. Made from fresh gongura leaves, this traditional Indian pickle is expertly crafted with a blend of spices that enhance its naturally tart and slightly sour taste. Gongura, also known as sorrel, is cherished in South Indian cuisine for its distinctive flavor and health benefits.
This Gongura Leaf Pickle is a versatile co"
N/A,777 LIME PICKLE 300G,777 Lime Pickle,,777,PICKLES & PASTE,PICKLES,300g,False,single,https://www.lakshmiwholesale.com/products/777-lime-pickle-300g,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_5.png?v=1749642847,777-lime-pickle,,,,,,,"777 LIME PICKLE 300G
Add a burst of flavor to your meals with
777 Lime Pickle 300g
, available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer
. This traditional Indian pickle is expertly crafted from fresh lemons, infused with a blend of spices, and preserved to create a tangy, zesty condiment that perfectly complements a variety of dishes.
The vibrant flavor of 777 Lemon Pickle makes it an ideal accompaniment for rice, parathas, and curries, adding a delicious kick to your f"
N/A,777 GARLIC PICKLE 300G,777 Garlic Pickle,,777,PICKLES & PASTE,PICKLES,300g,False,single,https://www.lakshmiwholesale.com/products/777-garlic-pickle-300g,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_21.png?v=1749642897,777-garlic-pickle,,,,,,,"777 GARLIC PICKLE 300G
Add a burst of flavor to your meals with
777 Garlic Pickle 300g
, available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer
. This delectable pickle is made from fresh garlic cloves, expertly blended with a variety of spices to create a tangy and spicy condiment that elevates any dish. The robust flavor of garlic, combined with aromatic spices, makes this pickle a must-have for garlic lovers and anyone who enjoys bold tastes.
Versatile and easy to use, t"
N/A,777 MIXED PICKLE 300G,777 Mixed Pickle,,777,PICKLES & PASTE,PICKLES,300g,False,single,https://www.lakshmiwholesale.com/products/777-mixed-pickle-300g,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_22.png?v=1749642899,777-mixed-pickle,,,,,,,"777 MIXED PICKLE 300G
Savor the rich and diverse flavors of
777 Mixed Pickle 300g
, available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer
. This delightful Indian pickle is a harmonious blend of assorted vegetables and fruits, expertly pickled with a tantalizing mix of spices that create a bold and tangy flavor profile. Each jar is packed with the goodness of traditional Indian pickling, offering a taste experience that is both familiar and exciting.
This Mixed Pickle is i"
N/A,777 ANDHRA AVAKAYA MANGO PICKLE 300G,777 Andhra Avakaya Mango Pickle,,777,PICKLES & PASTE,PICKLES,300g,False,single,https://www.lakshmiwholesale.com/products/777-andhra-avakaya-mango-pickle-300g,//www.lakshmiwholesale.com/cdn/shop/files/777_ANDHRA_AVAKAYA_MANGO_PICKLE_300G.png?v=1749642901,777-andhra-avakaya-mango-pickle,mustard,,,,,,"777 ANDHRA AVAKAYA MANGO PICKLE 300G
Enhance your culinary offerings with the bold flavors of
777 Andhra Avakaya Mango Pickle 300g
, available at Lakshmi Wholesale UK, your premier source for bulk grocery supplies. This traditional South Indian pickle is crafted from high-quality, handpicked mangoes, expertly blended with a unique mix of spices, including mustard and red chili, to create a tangy and spicy condiment that is sure to delight your customers.
Ideal for restaurants and small retail sh"
